artist_id,artist_latitude,artist_longitude,artist_location,artist_name,song_id,title,duration,year
ARIVJLRE7KLKDLB0RF,,,,Miguel Morales,SOH9P9JZUQDWGYEJGT,La Derrota de Un Don Juan,270.78485,
ARDXYLQXX5UK8H2CXL,,,,Dominique A,SOW399IM6GVHFWY0IX,Le Courage Des Oiseaux,153.20771,
ARRVS1LKSXLCCWVS6U,,,,Cock Sparrer,SO5LIV8TPHMIWT48KC,Run With The Blind,203.25832,
AR8P1N4MUURVJVRUSS,,,,Jimmy Wakely,SO3PIIUMKTIJXASHQ5,I Love You So Much It Hurts,165.74649,
ARJSDMDF9DTKEHNVLK,,,,Peter Doherty,SODG1T0HNKC2G6HWR7,A Little Death Around the Eyes,217.02485,
ARWDAHFXUGHJAE059E,,,,Katy Perry,SOQDYRNZPHXO15F9WN,Thinking Of You,246.41261,
ARXUKQTTPZDPEJVLN9,,,,Rise Against,SOB3BTD8ZK253HMDBA,Torches,221.17832,
ARPKGWITJQKZPKZOE1,,,,K'Naan,SOVPYPHEA2JFSW8RGO,Wavin'  Flag,220.49914,
AR6Z80HL2E8GBUTDGO,,,,Patrick Jumpen,SOKNIRBFYEXWOY0SVZ,Holiday,208.87465,
ARZBYPXFUJ5YM7TGQ4,,,,Alicia Keys,SOW40QPGLVZ9GDBWGH,Empire State Of Mind (Part II) Broken Down,216.47628,
AR7BCC531ANSLJOODU,,,,Gary Allan,SORAFUQ3XB2TXKF5K0,Nothing On But The Radio,211.22567,
ARM5H3MPTFFAIPSO3N,,,,The Libertines,SOK6BEGWIGQZFZUKPN,The Good Old Days,179.53914,
ARHOHHBF68MJXBWKSS,,,,Huey Lewis And The News,SOFY5IEF0NCFKB6LQ9,Hip To Be Square,245.52444,
AR1M7SIODY4QSIKM7J,,,,JOSEF LOCKE & ORCHESTRA,SOOC5SMR1MFAHRIXZW,How Can You Buy Killarney (1992 Digital Remaster),166.26893,
AR8VHBLWOLDWYMHICQ,,,,Blind Pilot,SOIBFACEQUH2X3VSQD,I Buried a Bone,156.94322,
ARMVX3QWDARZE1CTUV,,,,Anjulie,SOWU4XB0W7CKWZ34IR,Boom,194.63791,
ARWA65EMIFG9TYGHXE,,,,59 Times the Pain,SOSMLD1JCY3T9UORQG,Found Home,144.95302,
ARAQLAD8EFFCZYDHI0,,,,Pork Dukes,SO5MT1PHHQWIVDKFIU,Bend & Flush,133.04118,
ARCXBISNAP4YJOTKEA,,,,Plan B,SOTG4KRJXIA99RCHRJ,Traded In My Cigarettes,254.95465,
ARYFO827JETVTSD1T5,,,,Rell featuring Dert_ Killa Klump_ Silence,SODRWKMXY56PQPQ7G8,Talk Is Drastik,223.97342,
ARFBINP192QD84JAYZ,,,,Vanessa Carlton,SOF3A0TOOW5MVOZZF8,Come Undone,272.40444,
AR0IZZPNQMRPVHVUWO,,,,Camila,SOGWGH5FQNDQTYHZHQ,De Mi,280.34567,
ARFFO99IV4HCZHZC4V,,,,Buju Banton,SOXIOUCWZUHHH9UGAY,Cry No More,232.48934,
ARJFJFBGX3A1RKFXAR,,,,Beck,SO1VF6EIJODMSBQ9PL,Lost Cause,228.80608,
ARSZRBH6JYN9O5QOBP,,,,Big Walter Horton's Blues Harp Band,SO6GWUHIWMXZWBYDSR,Rockin' My Boogie,210.78159,
ARRQASVG80COPZSYGQ,,,,Supervielle,SOOVGCQQZOAF73RK6Q,332,263.83628,
ARBMBPX3V73N7IXHXZ,,,,Bryan Adams,SOLQ7OIITVDTJT0XJT,Cloud Number Nine,254.79791,
ARTACPYHQXH0ZYCPVA,,,,Slipknot,SOUGSLC02HONO2QVR3,Eyeless (Live version) (Album Version),259.44771,
ARDHW3SV433IATEVFC,,,,The Black Keys,SOCCGVPWENO5F4TQRY,I'll Be Your Man,139.51955,
ARJVSZUCCBTNVK4ITW,,,,Shinedown,SOCRG0KIKPWGJ4IU0D,Sound Of Madness (Album Version),233.97832,
AR74V0EZHULFXBYOAH,,,,Devin Townsend,SOMFORAFTK7J8U4CLG,Earth Day,576.33914,
ARDZFDBFVLE2B0KIVI,,,,Stray Cats,SOPPQOZAGAS3LGVO9B,Jeanie Jeanie Jeanie,243.77424,
ARBCU46PCP6IDYIVRA,,,,Talking Heads,SODGLVCIW8WVDHD9U3,Road To Nowhere (Remastered LP Version ),259.02975,
ARFIJTDMSKAOBHSY81,,,,Guns N' Roses,SOSRNBBEBNC31O1A4Z,Paradise City,406.17751,
ARTWAZA2LKQ3G2EJFB,,,,Lily Allen,SOWVSXVS3CGNBM5DGN,Smile (Explicit Version),195.13424,
ARNF1OWMVJZKEEGH5W,,,,LCD Soundsystem,SONFDCIAFXRDU7YFIU,Daft Punk Is Playing At My House,201.56036,
ARN4RBVY1TW0EK1TX2,,,,Tiefschwarz,SOFTLZXRWFOZX2C4IQ,Wait & See (Gucci Soundsystem Remix),455.78404,
ARGIH8ZLXON0CJDG3D,,,,Buckcherry,SO95FEVBKFCAWISK33,Everything (Album Version),263.36608,
ARQYV0TYRGWYF0U7UM,,,,The Get Up Kids,SOCO0YWPBA5FDZTQI1,Forgive and Forget,205.26975,
ARQEWKCGZWWGF3XYGQ,,,,Neko Case,SOTABZCVPYYQBGNJPC,People Got A Lotta Nerve,151.01342,
ARLHNWTBKWVRYUCBA8,,,,Outkast Featuring Killer Mike,SO8OKKCY9JZOJN943J,The Whole World,295.33995,
AR2QTICFBNEJJLC7ZB,,,,Does It Offend You_ Yeah?,SO6YWGI7YYP84IE4LO,Doomed Now,220.57751,
ARUM35ZFZI8QCEVOO5,,,,Eminem,SOFOJENZEQKEBMF8W0,My Name Is,268.5122,
ARQQGDMZK4XFPOOV27,,,,Kabosh,SOG34LME9WYQJBSBGH,Little Pills,242.41587,
ARDR80IVLVGGUJTAY0,,,,Enigma,SOBYD0IL8XPD2PNA1X,The Voice Of Enigma,141.5571,
ARCQM0I3SKGSQATI5G,,,,Jason Mraz,SOJNONDVHKZTSISPQY,After An Afternoon (Eagles Ballroom Live Version),226.53342,
ARDHW3SV433IATEVFC,,,,The Black Keys,SO5LMCM1UQM4ZC9IE4,The Desperate Man,234.26567,
ARHWWI2KQSIUOPSFV9,,,,Mayday Parade,SO5UBZSSKOX2NU2KKW,Three Cheers for Five Years (Acoustic),290.79465,
ARKXJ3SMLDS6KXPLE9,,,,Enrique Iglesias,SOLWWSWZXMMBYIBHGQ,Tired Of Being Sorry,241.42322,
ARAB8UWWJRWAZVDTRU,,,,Plain White T's,SOEXAHUGH3EGBOJV7Y,Hey There Delilah,232.202,
ARNYGPPNUYX2QBPNJW,,,,The Brecker Brothers,SOATEFUIL6KX27KHJB,East River,217.5473,
ARGIH8ZLXON0CJDG3D,,,,Buckcherry,SOISRFGMQLL0AYIDM9,Sorry (Album Version),226.14159,
ARVL0QKFO4APJEYTHT,,,,Dayglo Abortions,SO0V1STLSLOMRQQIBS,Courage In A Can,142.78485,
AR0WMK1V5V7QBRZBGB,,,,The Herbaliser,SONNMVX02M600KXNDU,Sensual Woman,273.8673,
AR2LUXKPGBTHDVBAXD,,,,Toni Braxton,SO7J2QFIFVQOKC4BNQ,Un-Break My Heart,268.45995,
ARAGRCXA1GGJ4YBRYH,,,,Shania Twain,SOZJH0P1XJY8EDERDQ,Nah!,250.51383,
AROLTDSXYMNSSQ2R3Y,,,,Discovery,SOX0BELGMIGYCQYECB,I Want You Back,206.0273,
AR1S6RAZG1NGD10RG2,,,,Young Dro featuring T.I.,SOLRXCAISVBSNLJA1A,My Girl (Featuring T.I.) (Amended Album Version),322.11546,
AR6B8PJMNGVDVZYPUI,,,,Rancid,SOIJGCL1CSQM9SOHMH,Hooligans (Album Version),152.76363,
ARML0ZA1APXKGDLLIN,,,,Sergio Contreras,SO98QQI74SCIVCPZEF,DÃÂ­selo Con Arte,234.00444,
ARFHANPRF55SE8MCPJ,,,,Jason Derulo,SOGZNLJ8FMEYZNCQXO,Whatcha Say,222.61506,
ARVVHUX79NCNOZXDZY,,,,A Perfect Circle,SOTR808FPDBLIADPHM,The Outsider,246.04689,
ARL7JEGUIGI3RZA6PS,,,,Terrorvision,SOR0GHSUNBFPE4UQMY,Glad All Over,160.54812,
ARPYTTORLENVZ0JXFT,,,,Sufjan Stevens,SOOJJJYE3GWDEAVAJH,All The Kings Horns,179.04281,
ARCSKP3KKMNKSEBSBN,,,,Pieces Of A Dream,SOBLZKZCXC6MWQQTHY,Ocean View,315.79383,
ARYEDSPJDA7GJFWJ1Y,,,,Alceu ValenÃÂ§a,SOGZ9OLJWXCXMROQFL,No BalanÃÂ§o Da Canoa,177.21424,
ARNNGKEUZXK3OBXGMW,,,,Miike Snow,SOIHTQVRFZMOWOW32I,Silvia,385.35791,
ARZ1ZBLVG4QG5N4R4T,,,,Vikki Carr,SO7D9UE8H75NA7SYCM,Cross Your Heart,157.09995,
ARHKPCPO9VG0HCTNZ2,,,,Jorgen Ingmann,SOMVZL1R9KFNXO4PAR,Oh! (LP Version),157.23057,
ARDXMYE93YTXIVRJQQ,,,,A.B. Quintanilla III Y Los Kumbia Kings,SO3AAUNYOUUR5BSVWF,Pachuco,226.71628,
ARWKDD32G1DOWRD7FA,,,,Fatboy Slim,SOQTBKCER6SHH0WY2O,Illuminati,192.9922,
ARSILSDAYMB4CINOHX,,,,Freddie Mercury,SOH6DYYISZXC2TGLAW,I Was Born To Love You (2000 Digital Remaster),219.29751,
ARBUV10DROD7PKNAVY,,,,Angus & Julia Stone,SOKBCFCCUFWW74I6VI,Jewels And Gold,262.42567,
ARXJ0XHYGLDCKPHEEY,,,,Max Richter,SOGTVEKQLB8XEPQTKC,Vladimir's Blues,78.47138,
ARMC8X2MI7XZEAM9HG,,,,Angie Stone,SONISIEYU71YUZP2BY,Wish I Didn't Miss You,269.37424,
ARYVSSII5MUJ6FYTSC,,,,Small Black,SOHXAYEPUMNBK1BJD0,Weird Machines,237.89669,
AR9VUAMDDGW8WWHHN5,,,,Collective Soul,SOBOVNZTB1W1TQJOXD,Why Pt. 2,218.40934,
ARQXVOXSDBSPJ1QHVB,,,,Feist,SOKPQVJB4OIHHGUZPK,My moon my man (Grizzy Bear Remix),295.54893,
ARP5I4R2GUSDAC985G,,,,Louis Smith,SOCGUHE3RUMALTRKIT,South Side (Digitally Remastered),518.81751,
ARDH3XTHPSHBXQCUR3,,,,Britney Spears,SOOFYHVQYWV5EXKUO1,Toxic,198.97424,
AREDR2NYKXS1TNFPLH,,,,Nelly / Jaheim,SODRVPECCJ0IIU3TX3,My Place,336.56118,
ARXUBPMKM3YI5RWRXE,,,,Sisqo,SOYA8ZXMASOGNWHS60,Thong Song,253.49179,
ARTDEVS56BZTYMDEOR,,,,MÃÂºm,SOXNKNKXTMBIEHFH0L,Faraway Swimming Pool,175.59465,
ARSRALUT2KLQS9WGXW,,,,Cass McCombs,SOXRQUSP4BOJ6YDJNL,Deseret,234.13506,
AR6W4QTR086TB0OYLU,,,,The Poets Of Rhythm,SO3L7SEWZLHVTCRTXY,More Mess On My Thing,252.05506,
ARD9D0G6P7MHFUETPY,,,,Lynyrd Skynyrd,SOAWYQPVGMMMEDSYGJ,The Needle And The Spoon,233.29914,
ARK2BLXG4Z8PVXS7IW,,,,Radiohead,SOPXJFUKJMOF55JNS6,Creep (Explicit),235.7024,
ARTLZAFPUNFFEC9AOM,,,,Train,SOUSPPIFLZT9TC4ZTM,If It's Love,239.04608,
AR9AQ9QU5AXPLHOLC4,,,,Incubus,SON1T6FKXYKPIAKZMQ,Drive,232.46322,
AR4FPCUJSYFNWNJ24D,,,,Rilo Kiley,SOMTHXFCJER3HGF2VB,I Never (Album Version),270.99383,
ARQBABVQLURIBEFV9Q,,,,Nick Drake,SOLHROGQCWPKYH3CZO,Northern Sky,224.36526,
AR2ZIPIHTLZ1SE4CMF,,,,Evangelicals,SOZNRRHNLQ24CJZUHG,Skeleton Man,264.48934,
ARZEFVPUWBJ6QW45LE,,,,Nouvelle Vague,SOC07RH5HSC8R8ZA0J,Say Hello Wave Goodbye,300.30322,
ARPM4F1P7KEQ3WFIME,,,,Nena Daconte,SOSOFHFFA24IA9IZFI,En Que Estrella Estara,140.64281,
ARZ6KSBUGRBM9M28FC,,,,The Airborne Toxic Event,SOMDSXGFP4JZEL15NJ,Sometime Around Midnight,303.56853,
ARY0268YBNY90GLAGT,,,,Amy Winehouse,SOOISF6WCEIZMR4WUH,Just Friends,191.84281,
ARM9IDC9QOD0V6YLTU,,,,La Bouche,SO49PFDIMYK18NSXEA,Be My Lover,240.79628,
AR57RHOCTJWNIUSN4D,,,,Chris Cornell,SOUGJ0UKVPHIMZINKD,You Know My Name,240.09098,
ARHCXLDANVSLIPZD42,,,,Wet Wet Wet,SOG3XHDOZZ2ZWHVEBZ,Love Is All Around,237.71383,
ARAA69QD8P7LQPISJ4,,,,Postal Service,SOSAXL01DH4QRUPS6I,Nothing Better (Album),226.61179,
ARFDCY9F1G5CXANQP2,,,,Jedi Mind Tricks,SOES8HGYZBKOE0IYSN,Suicide,232.88118,
ARCPFZLNZVTAAEKHKZ,,,,Eve 6,SOF7ZBPGUAPWIBAKWO,Here's To The Night,249.83465,
ARN4HJEA1IWNHMNXSO,,,,Polly Paulusma,SOSTOJYY4PPPXGS5QP,Give It Back,222.9024,
ARNHORHRC9S4VJZU1U,,,,Touche Amore,SORSDJTVRS5UTA5NRK,Changing Lanes,136.95955,
ARHCNEMDB9WIUROZLW,,,,The Letter Black,SOEAIUSV5EPKKEJWCV,Hanging On By A Thread,26.93179,
ARZJKHCPHJAKE5SEMG,,,,Dido,SOVWOGRFYEUEKLGMQU,Thank You,217.83465,
ARF8BPHSK5DIWR7NHC,,,,Basshunter Feat. DJ Mental Theos Bazzheadz,SOUXO8ER6TOG0USFPH,Now You're Gone,152.65914,
ARD0OZX2WMFJTPZHYX,,,,Kelly Clarkson,SOVZZ34UGUBUBPRZYK,Already Gone,281.5473,
ARCYHOM28DRJMKC9QF,,,,Craig's Brother,SOR417R9MYSNS8BYCA,Set Free,175.09832,
ARKPHPHTWBOEEC4JSP,,,,Avenged Sevenfold,SOTLC61VXKOIXGBCVN,Seize The Day (Album Version),333.13914,
ARZ1ZHFCIYMIRMILV1,,,,The Chi-Lites,SOXOE0JDMT04QPONWL,Oh Girl,180.87138,
ARTMGTBO1SD2FLDFVQ,,,,Stephane Pompougnac,SORIK5AVSQDWMHGUEW,Ghosts and Roses,241.10975,
ARTLZAFPUNFFEC9AOM,,,,Train,SOEINFZ50HQSZ9A1XH,Marry Me,205.45261,
ARPCHDWSF9OTRKTCUE,,,,Gojira,SOKZP0CLGXW9PUBHDA,Love,260.20526,
ARWA4HAIDIOHEGROOM,,,,Metallica,SO1SHFDICWOWV5F0GL,Until It Sleeps,267.96363,
ARRPS8SUEMQABCGFGJ,,,,Gary Wright with Dorian Wright,SOQ42OYZU0UE9X35Z9,Love is Alive (Re-Record),237.7922,
ARDTPITPDYZBHWKHOG,,,,Flipsyde,SOADMS49QN4T2ODEWR,Get Ready,201.87383,
ARYC8LZZJAWJPKKQUP,,,,Ray Davies,SO5KBLMSKZUPZEPVIN,The Tourist,285.3873,
AREZ3LSLHNIK1YUJHF,,,,The Lonely Island,SO8MZ8QI5CIYLHVCVB,Like A Boss,106.78812,
ARTZMWTBA7KSMKV90N,,,,Starship,SOL3S31SESSC6GCKT1,Sara,293.35465,
ARH4Z6THBEEUFWZWUB,,,,Los AutÃÂ©nticos Decadentes,SOUPPR9CPQXEH7ZDSI,La Guitarra,218.48771,
ARMVUCKI3CHF4IGGUL,,,,Hot Chip,SOWXITGTTOMRX6GG7I,We're Looking For A Lot Of Love,283.32363,
ARD5AXNHS7XTU28GXE,,,,Behemoth,SOTEUXJBD6LJNU3LC0,Ov Fire And The Void,267.31057,
ARDGJAQ9IPBAZE2LPN,,,,Morningwood,SOWABU8UD11QGY5PAK,New York Girls,176.66567,
ARMIMYASTTN8AXX7TM,,,,Arctic Monkeys,SOFOWQQDDX4HKWLMI9,Perhaps Vampires Is A Bit Strong But...,268.45995,
ARXMOSPTOCN6UJ8YN7,,,,Justice,SOWHOSBHI1BZQS4CUD,One Minute To Midnight,223.79057,
ARIJ6EMM136NB6UWR8,,,,The Audition,SOP0BPX6ZUUOU07BRI,Lawyers (Album Version),188.08118,
ARBUV10DROD7PKNAVY,,,,Angus & Julia Stone,SOQUGHUJP5NWH62PM1,Just A Boy,236.95628,
ARPOIW3AKEIWJI8SMV,,,,Jami Smith,SO2MBEIGLFMAYPPMYL,Home,243.80036,
ARDGIJTELWQUV3VDHD,,,,Stephen Lynch,SOERXXIBIDIUVR856N,What If That Guy From Smashing Pumpkins Lost His Car Keys?,52.81914,
ARSFENITKWINBOGPF5,,,,Major Organ And The Adding Machine,SOZDSYBMEVVZLDMJ4Y,Water Dripping On Bread Makes Bread Taste Not So Tasty.,129.77587,
ARMFFOJCDB3XTTE3A3,,,,Alejandro Fernandez,SOECGCQN7ED4QNREXJ,Matalas,177.21424,
ARHB0LQXXEAL27JVW5,,,,Fania All Stars,SOYPDNGTMBPHL36I2B,Ublabadu,350.09261,
ARXIS1CFVUF1FOXKGW,,,,Livvi Franc,SOUAWTP5N9ITVWJQNZ,Automatik,380.99546,
AREZ8HSURKAWCKMVDB,,,,Pixie Lott,SOPBIJ9KUDS10BAQ5B,Boys And Girls (Album Version),182.33424,
ARHBIJYXHOV7Y677ZF,,,,Donna Lewis,SOQU2ZXSPLRFXKFN0W,I Love You Always Forever ( LP Version ),240.95302,
ARXOERI8IFLPVIRGFT,,,,Godsmack,SOCAKNNUXS1KNNFSEG,Saints And Sinners,249.96526,
ARKHBQIIE46ZHLESQ0,,,,Faith Hill,SOFJC0FXTELVHUCIS5,There You'll Be (Album Version),222.30159,
ARSTLIR2TLTCLJMOZ9,,,,Blind Melon,SONVRKSPKT7ETPFEAR,Change,221.90975,
ARSMW97XVPX6WCINXZ,,,,49ers,SOJU4YCYTAYUEOOXU2,Touch Me,216.68526,
AR3G4U97ZEXZ6OVFTZ,,,,Taylor Swift,SOHDKDIZJALNKFLGU0,Cold As You,238.99383,
ARAQBNXZ4BBVZVSUV0,,,,Sneaky Sound System,SOLRCK1WBS7JI7RK30,UFO,243.01669,
ARCNMBRNCI6VWPZCHI,,,,Copeland,SO4K88SHIDCS1WSAK9,The Day I Lost My Voice (The Suitcase Song),279.32689,
AROTVJILDVVXYEFPGG,,,,Foals,SOE25GYH45OHPMMRO8,Two Steps_ Twice,281.18159,
ARKQ39ES28ZJ1J4YKA,,,,PJ Harvey,SOXNXDRPSYW0ZIN6Y3,Naked Cousin,245.75955,
AR071WZWDRPZVYFQBW,,,,Goldfrapp,SOG8DFNFWKYOGBFAAT,Train,251.14077,
AR2WNTMBZYCNNZRMLC,,,,Symphony X,SOX0NXQLD7B24RTAZN,Absinthe And Rue,436.03546,
ARKQ9SUB8EZ26PYPQF,,,,Fisher,SOCVT5ZZCEEUBQX9GZ,Rianna,133.98159,
ARJDZVIHFASP6NBU9I,,,,Pencey Prep,SOMPSOGO9DJWDBFMNU,PS Don't Write,160.88771,
ARUY0HXICIXDD6OMMB,,,,Clear Vu,SODOOLBGDJP8TDFT3P,I Adore,210.57261,
ARK2BLXG4Z8PVXS7IW,,,,Radiohead,SOSPRLL69VNDLUUNRK,15 Step,237.21751,
ARWIGV3SDJOG2ADULR,,,,The Mamas & The Papas,SOOC1RGTXLKVQLICQV,Dream A Little Dream Of Me,190.58893,
ARHHYAVTRLTV9RBGKE,,,,Deepest Blue,SOZBO3LTSGWFFH22D5,Deepest Blue,210.54649,
AREZQWDLIJVECDWVMF,,,,Fu,SOBPY0TQW5Y68CK4YE,Ja I Ty,280.05832,
ARQ9TYFUEHY996D0EK,,,,All Time Low,SOQQIQVUORRESNXIRC,A Party Song (The Walk of Shame),177.84118,
ARSXYE7WUXYAWVYRTI,,,,Nik & Jay,SO1WY34GFWZFPOLNEI,Pop-Pop!,196.51873,
ARZSNKDKES2XSX4YKW,,,,Quad City DJ's,SO7Z1M99QKE6MGJHKQ,C'mon N' Ride It (The Train) (LP Version),451.44771,
ARHRIFBHUT7U0STAQ6,,,,Hoobastank,SOIVHOKXGN3MTUYFSS,Born To Lead,232.17587,
AR0JVG9J5YPZHN0EDU,,,,The Firesign Theatre,SO6D19ZO7ET44STJVS,Side .002,1087.18975,
ARFDZXINBU2ZCMVWBN,,,,Julian Lennon,SOQ8OYYBYNTFNTXWHN,Too Late For Goodbyes,210.46812,
AR2L2D8IQZA887O3VQ,,,,Kinky,SODFPSFXOHLJR2FJK2,Sister Twisted,198.32118,
AR02MNUMBEPPLSUWE9,,,,The Early November,SOKATVFYPL9Y3JXRSP,Ever So Sweet,250.04363,
AR3Z4KQXIRFREON3WZ,,,,Damien Rice,SORHJ4MVU2PN9QDF9P,9 Crimes (Demo),191.39873,
ARX3HFLNXYSMWZKHRV,,,,Jimi Hendrix,SOCB6TGHSJQMVZOYAY,Crying Blue Rain,296.88118,
ARY78YYFYWU8J333ZO,,,,Cartola,SO6ZN899BQ2XLGAPZM,Peito Vazio,173.06077,
ARBWE3ETAPJDMYUHVQ,,,,Cat Stevens,SO7OG7VXVRJ8ZSAJLV,Lady D'Arbanville,223.32036,
ARIYY5TB4INSD5T1EM,,,,Les MisÃÂ©rables - 10th Anniversary Concert,SOCOGJKY6KRSV9DLQ3,Do You Hear The People Sing?,109.73995,
ARHFAYHSCTMF32TQIK,,,,America,SOZGD8DLKPVUAYOPAS,Work To Do,173.19138,
AR2UQPOPXHHW4ISBVD,,,,Dio,SO01ALXRAKZ1CDHTZF,When A Woman Cries,284.55138,
ARKJDWH3OJYUKRNXQP,,,,Dash Berlin,SORNQAKDTYPK0JS595,Till The Sky Falls Down,470.5171,
ARQBYS4A8LOR7X7409,,,,Brian Hyland,SOPZQSGK9PDWDPHPNU,Sealed With A Kiss,160.13016,
ARDHW3SV433IATEVFC,,,,The Black Keys,SOTCTN9NEDZNDULVHX,Your Touch,162.55955,
ARKXEMCUYIA5B7AP1F,,,,Queensryche,SOR14LCAJCPAVASXND,Circles (2007 Live At The Moore Theater in Seattle LP Version),199.78404,
ARZD4DTFCWMIKXOHLO,,,,The Killers,SOH2FE1XTDPC3U7XB1,This Is Your Life,218.85342,
ARGROZKELTTNROYZZZ,,,,Erasure,SO0EM49MOODHRDW0ML,Fingers And Thumbs (Cold Summer's Day) (Sound Factory Remix),584.25424,
ARJNHMUT1KLE3NLJFV,,,,Balkan Beat Box,SOJ7IRAX5Y88CLSL7Y,Bulgarian  Chicks,352.60036,
ARLEYN2ON4SYEOEU2H,,,,Damu The Fudgemunk,SOZOWV4M3U27G7Z7OE,Man With Bindle [Pawt 1] (2004),76.66893,
ARRQIP7MHZEPWY1UCV,,,,Moloko,SOITTNIZWHFAO8RMDK,Over And Over,593.3971,
ARNVZ72VABFTLXKBLF,,,,Richard Ashcroft,SOZYBKAWNZQ7S0WCL9,Break The Night With Colour,236.35546,
ARUBEHJV9DH3PUY75N,,,,Johnny Gill,SORTZ6XI8FEYECUZXU,Chemistry,288.70485,
ARQPVFO9NPMKG3ZTS2,,,,Enya,SO7D4WOMA5CWUZBNDQ,The Sun In The Stream,175.85587,
AREPNHGYVIN4N28S7J,,,,Van Halen,SOU1VIPLTPBU6W6FXM,Love Walks In (Remastered Album Version),311.61424,
ARUWNDTM7KEO2MXRSD,,,,BarlowGirl,SOVWTAB66Z8HJZGDKS,Never Alone (Acoustic Version),274.1024,
AR7LXIYPCK76Y3GWDH,,,,Porcupine Tree,SOAOQFPDUYXSGTRCYS,Way Out of Here [Album Version],458.00444,
ARRRBZ0EDP3XBPDNE7,,,,Slash,SOKIL88J8PQFLZQMHG,Beautiful Dangerous (featuring Fergie),278.49098,
ARMF3SQWAUTKHJSTGF,,,,Lady GaGa,SOPUZ9WPFWQWGMJTQP,Alejandro,274.18077,
AREOU4T9MLFHHS60YS,,,,Shout Out Louds,SOWH5R6QQHACKNZK5X,Never Ever,231.96689,
ARCPGSE7SIFHMB9WSV,,,,Nick Jonas & The Administration,SOB8YZPZ2J1V8WOLJ1,Who I Am,245.57669,
ARAG7TTIF8EEI9BF0P,,,,Cibelle,SOLHRVK32YSSXCSMSO,Pequenos Olhos,576.91383,
AR9K5HSPTEGLDSQNLH,,,,Joshua Radin,SOUTMFVCCINTXOS4SA,The Fear You Won't Fall,182.62159,
ARCOYLSBX7GVNPZWBN,,,,Spinal Tap,SOCXMA9CKYUAD0IWHO,Rock 'n' Roll Creation,304.71791,
ART7NODEMEIQUOAOBR,,,,Nine Inch Nails,SOVZUVQUDKXKZQSVC3,Beside You In Time,324.67546,
ARIFR0ZF6GJ0YQM4RW,,,,Aiden,SOEVKOHVUGAANTIDQE,Breathless (Album Version),238.65424,
ARODOJ1RCKMAVW4HOV,,,,Muse,SO6OMCFHT93I5THZHA,Citizen Erased,441.10322,
ARH43WH4D8AOETR3SO,,,,Wyclef Jean,SOWKHYDOSDAANFFLEA,Something About Mary,319.97342,
ARLKZZ99CPY4LWGTIS,,,,Matthew Good,SO7IJDFLFDLG9QSZKS,She's In It for the Money,307.06893,
AR8V8SEQLWLXNSDZIO,,,,Luke Bryan,SO9HLOQJKNRJW1AYLD,Do I,238.28853,
ARWPMZANVIFUT18ZKW,,,,Billy Currington,SO9GSDMFWAYXMFYDOX,Walk A Little Straighter,223.7122,
ARXMOSPTOCN6UJ8YN7,,,,Justice,SOJSM3ZIINDLLWGNTR,DVNO,236.12036,
ARFIJTDMSKAOBHSY81,,,,Guns N' Roses,SOSOXCKE2E8MD7WGBP,Don't Cry (Original),284.05506,
ARDHBLZXPV2RMJRDHM,,,,DJ Shadow,SOHBK3TMTFTOB1ISE6,Changeling,436.24444,
ARGBTVUHXVYZ2UO3DZ,,,,Madonna,SOAHTVI2TPMHPI8NHT,American Life [Headcleanr Rock Mix],241.21424,
ARBOGWIHVNXVGGK4SF,,,,Justin Bieber / Usher,SOL8IOCJ3NUYKF1L2S,First Dance,222.30159,
ARCTUI81AHRT4YFFYC,,,,Pat Benatar,SO60HHARIXWMGO7RBI,Invincible,269.26975,
ARQFQ26DUCAA6SEG0D,,,,The New Pornographers,SOYAD039TFMESJNZ20,Falling Through Your Clothes,173.94893,
AREPNHGYVIN4N28S7J,,,,Van Halen,SOCJPNAEKOPO2SXS2W,You're No Good (Album Version),198.37342,
ARQI589VNEBSR1GV3J,,,,The Black Ghosts,SOUN7KCTYGBMYIGZAN,Anyway You Choose To Give It (Radio Edit),203.28444,
ARQFQ26DUCAA6SEG0D,,,,The New Pornographers,SOP3Q3UQ0SNFIMKFPV,Jackie,166.66077,
ARODOJ1RCKMAVW4HOV,,,,Muse,SOK7ANEIKWFQZCR37U,Resistance,346.69669,
AROWLNHG57U7FHSREE,,,,The Mossie,SO8WTLLZDBKRF0QQWH,Interlude #1 (Mama),147.19955,
ARH3BN65IH0XCE2CEJ,,,,Anastacia,SOJQZ0FSVIMRWAWX11,One Day In Your Life,208.45669,
AR4JNRYODUMQ6VCXLJ,,,,Europe,SO3SWPDPGFUJLDOJQP,The Final Countdown,346.69669,
ARTTM64ZENC89OZMFK,,,,Renee Olstead,SOBFOOS3HVCNPPDN6I,Summertime (Album Version),251.74159,
ARVDVOUP9SKXMR3GWY,,,,John Mayer,SOU492GUELGMGO8JWO,Good Love Is On The Way,258.92526,
ARE2MFTGKK52PKICQR,,,,Lone Justice,SOAAHUXPDH25H0LUK3,Shelter,273.57995,
AR7JTKIOWTE0PZRVA4,,,,In Flames,SOALENAXOWLCQWDA9P,My sweet shadow,278.69995,
ARE9SMLA7IG7Z7LSSP,,,,New Funky Generation,SOE498CQJHRT3ZAMGK,Lubumba '98,294.03383,
ARPJAKBGERIOLRG6HD,,,,Celtic Woman,SO8VIRKKAZETK02IGR,Siulil A Run,196.96281,
